0.166,0.111,0.002,0.033,0.015,-0.018,0.167,-0.129,0.006,-0.000,0.054,0.004,0.209,-0.011,-0.096,0.065,0.541,-0.084,0.002,-0.287,0.042,0.087,-0.275,-0.072,-0.000,-0.000,-0.004,-0.005,0.011,-0.005,-0.010,0.038,-0.004,-0.017,-0.064,0.023,0.000,-0.000,0.014,0.028,0.036,-0.007,0.019,0.054,-0.012,-0.017,-0.052,0.001,0.026,-0.032,-0.014,-0.004,-0.017,0.004,0.005,0.022,-0.011,-0.014,-0.001,-0.001,-0.009,-0.008
0.111,25.572,0.053,0.194,0.011,-0.190,1.031,-0.000,-0.049,1.687,-0.120,1.300,0.005,-0.000,0.873,-0.030,0.324,-0.042,0.145,-0.692,0.889,-0.305,1.482,-1.818,-0.000,0.000,0.350,-0.260,-0.008,0.059,-0.139,4.594,-5.076,-2.585,-4.616,5.086,0.000,-0.000,0.118,-0.106,-0.408,0.083,0.067,4.407,0.060,-2.585,-4.763,-0.000,0.585,-0.004,-0.012,0.151,-0.192,0.227,0.008,0.648,-0.002,0.024,0.178,-0.513,-0.268,0.127
0.002,0.053,0.007,-0.000,-0.001,0.000,0.002,-0.001,-0.002,0.014,-0.012,0.006,-0.031,-0.011,0.016,-0.020,0.052,0.006,0.016,-0.032,-0.010,-0.069,-0.017,0.019,-0.000,0.000,0.002,0.005,0.003,0.001,0.008,0.008,0.012,-0.004,-0.011,-0.014,0.000,0.000,-0.003,-0.008,-0.007,-0.003,-0.002,0.010,-0.001,-0.004,-0.007,-0.001,0.002,0.003,-0.001,0.001,0.001,0.002,-0.000,0.000,-0.002,0.001,0.000,-0.002,-0.000,-0.000
0.033,0.194,-0.000,0.190,0.010,-0.186,-0.078,0.144,0.012,0.130,-0.146,-0.062,-0.130,0.018,0.121,-0.037,-0.006,-0.056,0.026,-0.031,0.019,-0.065,0.098,-0.116,-0.000,0.000,-0.017,-0.014,-0.033,-0.004,0.006,0.060,0.001,-0.028,-0.072,0.000,0.000,-0.000,0.003,-0.023,-0.031,-0.016,0.003,0.068,-0.010,-0.028,-0.060,0.001,0.048,0.001,-0.022,0.013,-0.004,0.008,0.000,0.031,-0.017,-0.017,0.021,-0.006,-0.004,-0.010
0.015,0.011,-0.001,0.010,0.003,-0.008,0.017,-0.019,-0.008,-0.011,0.008,0.009,0.034,0.004,-0.020,0.007,0.004,-0.019,-0.001,-0.009,0.008,0.020,0.014,-0.027,0.000,-0.000,-0.000,-0.001,-0.002,-0.000,-0.002,0.010,-0.006,-0.006,-0.012,0.007,0.000,-0.000,0.001,0.002,0.005,-0.001,0.002,0.011,0.000,-0.006,-0.012,0.000,0.002,-0.003,-0.000,0.000,-0.001,-0.000,0.000,0.002,-0.004,-0.003,0.001,0.001,0.000,-0.002
-0.018,-0.190,0.000,-0.186,-0.008,0.186,0.091,-0.176,-0.016,-0.125,0.162,0.052,0.147,-0.005,-0.132,0.034,-0.012,0.040,-0.017,0.024,-0.016,0.051,-0.073,0.120,0.000,-0.000,0.016,0.015,0.035,0.005,-0.006,-0.056,-0.000,0.026,0.066,-0.001,-0.000,0.000,-0.001,0.026,0.035,0.014,-0.002,-0.063,0.011,0.026,0.055,-0.001,-0.048,-0.003,0.023,-0.013,0.002,-0.008,0.000,-0.030,0.014,0.016,-0.021,0.008,0.003,0.010
0.167,1.031,0.002,-0.078,0.017,0.091,5.292,-0.234,0.399,-7.868,-0.059,0.001,7.453,0.000,-1.095,0.149,-0.344,0.075,0.088,0.384,-0.105,0.305,-0.140,0.787,0.000,-0.000,0.025,-0.123,-0.120,-0.013,-0.000,0.332,-0.477,-0.173,-0.425,0.453,-0.000,0.000,0.042,0.097,0.032,0.026,0.058,0.378,-0.005,-0.173,-0.382,-0.001,0.102,-0.018,-0.238,-0.014,-0.079,0.030,0.052,0.144,0.026,0.025,0.001,0.003,-0.011,0.001
-0.129,-0.000,-0.001,0.144,-0.019,-0.176,-0.234,27.139,2.074,-0.000,-15.603,0.894,0.454,-8.639,0.172,0.139,-0.093,0.075,-0.054,0.000,0.017,0.108,0.000,-0.073,0.000,-0.000,0.137,0.046,0.122,0.094,0.122,0.000,-0.000,0.027,0.112,-0.008,0.000,0.000,-0.034,-0.085,0.061,-0.000,-0.018,-0.070,-0.035,0.027,0.025,-0.001,-0.068,0.204,0.094,0.019,0.081,-0.061,-0.048,0.069,0.066,0.057,0.045,0.014,0.011,0.027
0.006,-0.049,-0.002,0.012,-0.008,-0.016,0.399,2.074,5.753,-0.789,-0.511,-9.303,1.175,-0.581,8.838,0.013,0.251,0.027,0.103,0.015,-0.054,-0.418,-0.808,0.140,0.000,-0.000,0.122,-0.103,-0.014,0.018,0.005,0.055,-0.113,0.000,0.043,0.107,-0.000,-0.000,-0.027,-0.018,0.020,0.052,-0.017,-0.027,-0.000,0.000,-0.004,0.001,0.057,-0.002,-0.005,0.014,0.023,-0.014,-0.009,0.076,0.029,-0.165,0.004,-0.038,-0.019,-0.005
-0.000,1.687,0.014,0.130,-0.011,-0.125,-7.868,-0.000,-0.789,18.937,-0.057,0.480,-14.874,-0.000,0.836,0.076,0.506,-0.135,0.000,-0.000,-0.011,0.311,-1.238,0.054,-0.000,0.000,0.026,0.090,0.363,0.058,0.027,0.258,-0.453,-0.163,-0.305,0.531,-0.000,-0.000,0.040,0.037,0.119,-0.002,-0.090,0.256,0.024,-0.163,-0.319,0.009,-0.015,-0.102,0.523,-0.069,0.139,0.020,-0.118,-0.032,-0.030,-0.204,-0.085,0.013,-0.030,-0.029
0.054,-0.120,-0.012,-0.146,0.008,0.162,-0.059,-15.603,-0.511,-0.057,18.515,-1.926,-0.139,-11.296,2.193,-0.110,-0.124,0.066,-0.019,0.134,0.112,-0.000,-0.339,-0.330,0.000,0.000,-0.262,-0.000,-0.008,-0.052,-0.131,-0.055,0.124,0.000,-0.000,-0.115,0.000,0.000,0.114,0.075,-0.013,-0.012,0.054,-0.010,0.058,0.000,0.000,-0.000,0.004,-0.125,-0.051,-0.014,-0.080,0.066,0.049,-0.075,0.026,-0.049,-0.046,0.011,-0.030,-0.007
