0.413,0.042,0.234,0.207,0.251,0.007,0.108,-0.094,-0.171,-0.086,0.348,0.051,0.061
0.042,0.419,0.027,-0.069,0.369,-0.073,0.063,0.256,-0.122,-0.059,0.488,0.315,-0.118
0.234,0.027,1.019,-0.591,-0.041,0.472,-0.466,0.122,-0.727,-0.192,-0.082,0.279,-0.135
0.207,-0.069,-0.591,1.651,-0.104,-0.321,0.468,-0.082,-0.284,0.048,-0.068,-0.275,0.489
0.251,0.369,-0.041,-0.104,2.957,-1.095,0.054,0.124,0.129,-0.999,0.520,-1.076,0.298
0.007,-0.073,0.472,-0.321,-1.095,2.679,-0.828,0.212,0.439,-0.908,0.579,-0.162,-0.156
0.108,0.063,-0.466,0.468,0.054,-0.828,2.678,-0.773,-0.225,0.458,-0.412,0.663,-0.109
-0.094,0.256,0.122,-0.082,0.124,0.212,-0.773,2.717,-0.317,-0.285,0.129,-0.221,-0.677
-0.171,-0.122,-0.727,-0.284,0.129,0.439,-0.225,-0.317,4.826,-1.832,0.578,-0.154,-0.186
-0.086,-0.059,-0.192,0.048,-0.999,-0.908,0.458,-0.285,-1.832,5.079,-1.076,1.030,-1.221
0.348,0.488,-0.082,-0.068,0.520,0.579,-0.412,0.129,0.578,-1.076,4.980,-0.920,-0.388
0.051,0.315,0.279,-0.275,-1.076,-0.162,0.663,-0.221,-0.154,1.030,-0.920,4.394,-0.503
0.061,-0.118,-0.135,0.489,0.298,-0.156,-0.109,-0.677,-0.186,-1.221,-0.388,-0.503,4.159
