0.342,0.067,0.003,0.213,0.111,0.264,0.199,0.022,-0.018,-0.089,0.479,-0.080,0.245
0.067,0.292,0.062,-0.138,0.208,0.020,0.190,0.286,-0.081,-0.086,0.248,0.270,0.019
0.003,0.062,1.170,-0.632,-0.470,0.301,-0.267,0.348,-0.139,-0.367,-0.223,0.224,0.268
0.213,-0.138,-0.632,1.474,-0.010,-0.103,0.289,-0.411,0.071,-0.255,-0.007,-0.464,0.428
0.111,0.208,-0.470,-0.010,2.607,-1.132,-0.301,-0.126,-0.325,-0.521,0.388,-0.613,0.021
0.264,0.020,0.301,-0.103,-1.132,3.116,-0.836,-0.006,-0.063,-0.701,0.957,-0.156,0.000
0.199,0.190,-0.267,0.289,-0.301,-0.836,3.977,-0.626,-0.510,0.280,-1.236,0.699,-0.130
0.022,0.286,0.348,-0.411,-0.126,-0.006,-0.626,3.164,0.171,-0.485,0.150,-0.540,0.296
-0.018,-0.081,-0.139,0.071,-0.325,-0.063,-0.510,0.171,5.172,-1.213,0.882,-0.188,-0.727
-0.089,-0.086,-0.367,-0.255,-0.521,-0.701,0.280,-0.485,-1.213,4.724,-1.450,0.733,-0.513
0.479,0.248,-0.223,-0.007,0.388,0.957,-1.236,0.150,0.882,-1.450,6.172,-0.856,-0.553
-0.080,0.270,0.224,-0.464,-0.613,-0.156,0.699,-0.540,-0.188,0.733,-0.856,4.921,-1.218
0.245,0.019,0.268,0.428,0.021,0.000,-0.130,0.296,-0.727,-0.513,-0.553,-1.218,4.291
