0.508,-0.039,0.243,0.083,0.441,-0.049,0.083,-0.172,0.089,-0.106,0.370,0.096,0.138
-0.039,0.310,-0.234,0.177,-0.220,0.204,0.131,-0.031,-0.101,0.075,0.031,0.292,-0.039
0.243,-0.234,0.989,-0.389,0.273,0.061,-0.053,0.423,-0.394,-0.169,-0.165,-0.177,-0.120
0.083,0.177,-0.389,1.196,-0.379,0.055,-0.052,-0.278,0.073,-0.000,0.087,-0.220,0.006
0.441,-0.220,0.273,-0.379,2.338,-0.900,0.202,-0.482,-0.314,-0.112,0.381,-0.248,0.638
-0.049,0.204,0.061,0.055,-0.900,2.030,-0.630,0.181,0.166,-0.836,0.096,-0.248,-0.191
0.083,0.131,-0.053,-0.052,0.202,-0.630,2.588,-0.576,0.224,0.449,-0.560,-0.163,-0.178
-0.172,-0.031,0.423,-0.278,-0.482,0.181,-0.576,2.033,-0.262,-0.275,0.665,-0.214,-0.455
0.089,-0.101,-0.394,0.073,-0.314,0.166,0.224,-0.262,3.089,-0.726,0.530,0.474,-0.618
-0.106,0.075,-0.169,-0.000,-0.112,-0.836,0.449,-0.275,-0.726,3.487,-0.956,0.258,-0.136
0.370,0.031,-0.165,0.087,0.381,0.096,-0.560,0.665,0.530,-0.956,4.042,-0.372,-0.430
0.096,0.292,-0.177,-0.220,-0.248,-0.248,-0.163,-0.214,0.474,0.258,-0.372,4.135,-0.354
0.138,-0.039,-0.120,0.006,0.638,-0.191,-0.178,-0.455,-0.618,-0.136,-0.430,-0.354,4.041
