0.613,-0.091,0.482,0.181,0.520,-0.114,0.030,0.002,0.031,-0.106,0.405,0.170,0.171
-0.091,0.621,-0.213,0.025,0.015,-0.132,-0.144,0.115,-0.205,-0.305,0.007,0.441,-0.109
0.482,-0.213,1.327,-0.547,0.234,0.134,-0.503,0.307,-0.478,-0.005,0.037,0.582,0.086
0.181,0.025,-0.547,1.471,-0.197,-0.051,0.339,-0.002,-0.160,-0.118,-0.127,-0.274,0.314
0.520,0.015,0.234,-0.197,3.614,-0.647,0.397,-0.412,0.680,-0.838,0.747,-1.320,0.581
-0.114,-0.132,0.134,-0.051,-0.647,2.384,-0.560,-0.316,0.223,-0.593,0.496,-0.490,0.239
0.030,-0.144,-0.503,0.339,0.397,-0.560,3.141,-0.322,-0.058,-0.146,-0.229,0.537,-0.348
0.002,0.115,0.307,-0.002,-0.412,-0.316,-0.322,3.406,-0.273,-0.024,-0.219,0.462,-1.074
0.031,-0.205,-0.478,-0.160,0.680,0.223,-0.058,-0.273,4.365,-0.862,0.625,-0.553,0.053
-0.106,-0.305,-0.005,-0.118,-0.838,-0.593,-0.146,-0.024,-0.862,4.347,-0.933,1.126,-1.010
0.405,0.007,0.037,-0.127,0.747,0.496,-0.229,-0.219,0.625,-0.933,4.776,-0.994,0.202
0.170,0.441,0.582,-0.274,-1.320,-0.490,0.537,0.462,-0.553,1.126,-0.994,5.050,-0.531
0.171,-0.109,0.086,0.314,0.581,0.239,-0.348,-1.074,0.053,-1.010,0.202,-0.531,4.699
