0.321,0.069,0.009,0.253,0.026,0.147,0.183,0.017,0.045,0.006,0.422,0.137,0.104
0.069,0.313,0.064,-0.060,0.332,-0.004,-0.052,0.246,-0.048,-0.091,0.427,0.201,-0.023
0.009,0.064,0.763,-0.430,-0.097,0.347,-0.590,0.610,-0.214,-0.485,0.011,0.095,-0.092
0.253,-0.060,-0.430,1.499,-0.333,-0.042,0.399,0.017,-0.379,0.226,-0.077,-0.198,0.332
0.026,0.332,-0.097,-0.333,2.592,-0.857,0.069,-0.604,0.005,-0.489,0.435,-0.798,0.356
0.147,-0.004,0.347,-0.042,-0.857,2.792,-0.302,-0.041,-0.198,-0.720,0.427,0.080,-0.288
0.183,-0.052,-0.590,0.399,0.069,-0.302,3.382,-0.948,-0.461,0.434,-0.508,0.243,-0.122
0.017,0.246,0.610,0.017,-0.604,-0.041,-0.948,2.615,-0.139,-0.971,0.140,-0.067,-0.430
0.045,-0.048,-0.214,-0.379,0.005,-0.198,-0.461,-0.139,4.167,-1.128,0.597,0.049,-0.420
0.006,-0.091,-0.485,0.226,-0.489,-0.720,0.434,-0.971,-1.128,4.542,-1.063,0.193,-0.943
0.422,0.427,0.011,-0.077,0.435,0.427,-0.508,0.140,0.597,-1.063,5.183,-0.903,-0.439
0.137,0.201,0.095,-0.198,-0.798,0.080,0.243,-0.067,0.049,0.193,-0.903,5.615,-0.385
0.104,-0.023,-0.092,0.332,0.356,-0.288,-0.122,-0.430,-0.420,-0.943,-0.439,-0.385,5.797
