1.606,-0.365,-0.300,-0.018,0.028,-0.009,-0.024,-0.018,0.036,-0.009,0.020,-0.014,-0.030,-0.030,0.015,-0.058,-0.001,-0.028,-0.008,-0.010,0.066,-0.057,0.196,-0.186,0.346,-0.423,0.338,-0.266,0.559,-0.291,0.215,-0.022,0.288,-0.163,-0.011,-1.075,-0.250,-0.414,0.000,0.000,0.005,0.001,-0.014,-0.001,-0.012,-0.000,-1.065,0.000,0.026,1.019,-0.000,0.000,-0.016,-0.012,0.003,-0.015,0.003,0.005,-0.915,-0.000,-0.077,1.069
-0.365,14.169,-0.174,0.026,-0.130,0.008,0.164,0.155,-0.126,-0.013,0.044,0.006,0.005,0.007,0.078,0.130,0.214,-0.190,0.191,-0.164,0.553,-0.406,0.190,-0.255,0.457,0.060,0.487,-0.372,0.497,0.271,0.101,0.003,0.404,-0.816,-0.111,-1.339,1.561,0.253,0.000,-0.000,0.046,0.085,-0.061,0.002,0.109,0.191,0.125,-0.000,-0.082,-0.310,-0.000,-0.000,0.040,0.005,-0.044,0.030,0.017,-0.098,0.371,0.000,-0.059,-0.455
-0.300,-0.174,0.234,0.007,0.009,0.003,0.008,0.007,-0.001,0.003,-0.007,-0.007,-0.008,0.017,0.005,0.005,0.006,0.035,-0.030,0.009,-0.025,0.157,0.014,0.037,-0.175,0.041,-0.080,0.212,-0.033,0.125,-0.039,-0.060,-0.127,0.072,0.085,0.459,0.094,-0.089,-0.000,-0.000,0.001,-0.013,0.004,-0.003,-0.003,-0.039,-0.048,0.000,0.040,0.061,-0.000,0.000,-0.008,-0.006,0.015,0.016,0.004,-0.018,-0.084,0.000,-0.017,0.076
-0.018,0.026,0.007,0.003,-0.003,0.001,0.000,0.001,-0.001,0.000,-0.001,0.000,-0.000,0.000,-0.001,-0.000,-0.000,0.001,-0.000,-0.001,-0.002,-0.015,-0.004,0.014,0.024,0.017,-0.006,-0.016,-0.013,0.012,0.001,-0.003,-0.007,-0.007,0.016,0.039,0.034,-0.050,0.000,0.000,0.001,-0.001,-0.000,-0.001,-0.001,-0.000,0.002,0.000,-0.000,0.002,-0.000,0.000,-0.001,0.000,0.001,-0.001,-0.003,0.000,-0.009,-0.000,-0.001,0.018
0.028,-0.130,0.009,-0.003,0.023,0.001,-0.002,-0.014,0.001,-0.001,0.000,-0.004,-0.004,0.001,-0.001,-0.006,-0.001,-0.002,-0.001,0.002,0.001,0.006,0.015,0.003,-0.012,-0.045,-0.038,-0.019,0.047,0.016,0.027,0.001,-0.022,0.023,-0.014,0.105,-0.114,0.036,-0.000,-0.000,-0.001,0.000,0.002,0.003,-0.001,-0.005,-0.068,-0.000,0.007,0.070,0.000,0.000,-0.002,-0.001,0.003,0.002,0.008,0.001,0.003,0.000,-0.000,-0.005
-0.009,0.008,0.003,0.001,0.001,0.000,0.000,-0.000,-0.001,0.000,-0.000,-0.000,0.000,-0.000,-0.001,-0.000,0.000,0.000,-0.000,-0.000,-0.000,0.002,-0.000,0.003,-0.001,0.000,-0.003,0.003,0.000,0.006,-0.003,0.002,-0.005,0.006,0.000,0.025,-0.002,-0.000,0.000,0.000,0.000,-0.000,0.000,-0.000,-0.000,-0.001,-0.001,0.000,0.002,0.002,-0.000,-0.000,-0.001,0.001,0.000,-0.000,-0.000,-0.001,-0.008,-0.000,-0.001,0.005
-0.024,0.164,0.008,0.000,-0.002,0.000,0.029,0.011,-0.016,0.002,0.003,0.003,-0.000,0.014,-0.003,0.005,-0.002,-0.008,0.008,-0.005,-0.001,0.067,-0.044,0.072,-0.092,0.071,-0.087,0.116,-0.073,0.016,0.041,0.026,-0.014,-0.049,-0.030,0.040,0.037,0.096,0.000,0.000,0.000,-0.001,-0.001,0.000,-0.000,-0.009,0.049,-0.000,0.003,-0.041,-0.000,-0.000,0.004,-0.001,-0.004,-0.002,-0.001,-0.002,-0.012,-0.000,-0.000,0.000
-0.018,0.155,0.007,0.001,-0.014,-0.000,0.011,0.046,-0.011,-0.003,0.001,0.016,0.005,0.001,0.007,0.008,0.001,-0.000,0.002,-0.004,-0.018,0.122,0.032,0.040,-0.128,-0.033,-0.058,0.159,0.046,0.014,0.004,0.013,-0.029,0.022,-0.029,0.044,-0.037,0.118,0.000,0.000,0.001,-0.003,-0.001,-0.001,0.000,0.008,0.047,0.000,-0.015,-0.043,0.000,0.000,0.003,-0.007,-0.004,0.005,0.001,-0.008,-0.038,-0.000,-0.006,0.008
0.036,-0.126,-0.001,-0.001,0.001,-0.001,-0.016,-0.011,0.030,-0.001,-0.001,-0.005,-0.002,-0.005,0.005,0.003,0.005,0.001,-0.002,0.003,-0.004,0.005,0.013,-0.025,-0.003,-0.011,0.039,-0.018,0.025,-0.018,-0.017,0.001,0.019,-0.005,-0.011,-0.083,0.034,0.042,-0.000,-0.000,0.000,-0.001,-0.001,-0.001,-0.000,0.016,-0.069,0.000,-0.010,0.060,0.000,-0.000,-0.001,0.000,0.000,0.000,0.002,0.004,-0.062,0.000,-0.002,0.073
-0.009,-0.013,0.003,0.000,-0.001,0.000,0.002,-0.003,-0.001,0.004,0.000,0.004,0.002,-0.000,0.001,-0.000,0.001,0.001,-0.001,0.001,0.018,-0.004,-0.013,-0.042,-0.005,0.012,0.045,0.007,-0.013,0.002,-0.009,0.006,-0.003,0.022,0.002,0.003,-0.030,0.001,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,-0.003,0.002,0.000,0.004,-0.002,-0.000,-0.000,-0.001,0.001,0.001,-0.001,-0.003,0.000,0.001,-0.000,0.000,0.001
0.020,0.044,-0.007,-0.001,0.000,-0.000,0.003,0.001,-0.001,0.000,0.014,0.006,0.001,-0.003,0.002,0.000,0.003,-0.004,0.004,-0.001,0.004,0.002,-0.056,-0.000,0.001,0.093,0.002,0.006,-0.062,0.004,0.028,0.014,-0.013,-0.045,-0.016,0.044,0.061,0.062,-0.000,-0.000,-0.001,0.000,0.000,0.001,0.001,0.007,-0.005,-0.000,-0.003,0.005,0.000,-0.000,0.003,-0.001,-0.003,-0.001,-0.002,0.001,0.003,0.000,0.000,0.003
-0.014,0.006,-0.007,0.000,-0.004,-0.000,0.003,0.016,-0.005,0.004,0.006,0.033,0.007,-0.004,0.003,0.001,-0.000,-0.001,0.002,0.000,0.026,-0.030,-0.001,-0.058,0.045,-0.008,0.038,-0.061,0.020,0.012,0.029,0.035,-0.031,-0.013,-0.042,0.081,-0.050,0.115,0.000,0.000,0.002,-0.001,-0.002,-0.002,0.000,0.009,0.033,-0.000,-0.014,-0.022,0.000,0.000,-0.000,0.000,-0.003,0.001,0.002,-0.000,0.005,-0.000,0.001,-0.016
-0.030,0.005,-0.008,-0.000,-0.004,0.000,-0.000,0.005,-0.002,0.002,0.001,0.007,0.021,-0.002,0.000,-0.003,-0.002,0.001,-0.000,0.001,-0.001,-0.007,-0.005,0.001,0.001,0.024,-0.001,0.003,-0.011,-0.002,0.013,-0.003,-0.009,-0.016,-0.008,0.003,0.010,0.045,0.000,0.000,-0.000,0.001,0.000,0.000,0.003,0.001,0.007,0.000,-0.003,-0.009,0.000,-0.000,0.003,0.001,-0.003,-0.001,-0.002,0.005,0.067,-0.000,0.009,-0.076
-0.030,0.007,0.017,0.000,0.001,-0.000,0.014,0.001,-0.005,-0.000,-0.003,-0.004,-0.002,0.026,-0.012,0.002,0.002,0.003,-0.003,-0.004,-0.014,-0.026,-0.022,0.042,0.023,0.036,-0.057,-0.040,-0.051,0.014,0.034,0.024,-0.028,-0.082,-0.038,0.072,0.121,0.131,0.000,0.000,-0.000,-0.005,0.000,0.000,-0.004,-0.003,0.004,-0.000,0.001,-0.003,-0.000,-0.000,0.004,-0.004,-0.002,-0.003,0.002,0.000,-0.008,0.000,0.002,0.003
